time,amplitude
0.0,-1.0
0.001,-0.98
0.002,-0.96
0.003,-0.94
0.004,-0.92
0.005,-0.9
0.006,-0.88
0.007,-0.86
0.008,-0.84
0.009,-0.8200000000000001
0.01,-0.8
0.011,-0.78
0.012,-0.76
0.013,-0.74
0.014,-0.72
0.015,-0.7
0.016,-0.6799999999999999
0.017,-0.6599999999999999
0.018,-0.64
0.019,-0.62
0.02,-0.6
0.021,-0.58
0.022,-0.56
0.023,-0.54
0.024,-0.52
0.025,-0.5
0.026,-0.48
0.027,-0.45999999999999996
0.028,-0.43999999999999995
0.029,-0.41999999999999993
0.03,-0.4
0.031,-0.38
0.032,-0.36
0.033,-0.33999999999999997
0.034,-0.31999999999999995
0.035,-0.29999999999999993
0.036,-0.28
0.037,-0.26
0.038,-0.24
0.039,-0.21999999999999997
0.04,-0.19999999999999996
0.041,-0.17999999999999994
0.042,-0.15999999999999992
0.043,-0.14000000000000012
0.044,-0.1200000000000001
0.045,-0.10000000000000009
0.046,-0.08000000000000007
0.047,-0.06000000000000005
0.048,-0.040000000000000036
0.049,-0.020000000000000018
0.05,0.0
0.051,0.020000000000000018
0.052,0.040000000000000036
0.053,0.06000000000000005
0.054,0.08000000000000007
0.055,0.10000000000000009
0.056,0.1200000000000001
0.057,0.14000000000000012
0.058,0.16000000000000014
0.059,0.17999999999999994
0.06,0.19999999999999996
0.061,0.21999999999999997
0.062,0.24
0.063,0.26
0.064,0.28
0.065,0.30000000000000004
0.066,0.32000000000000006
0.067,0.3400000000000001
0.068,0.3600000000000001
0.069,0.3800000000000001
0.07,0.40000000000000013
0.071,0.41999999999999993
0.072,0.43999999999999995
0.073,0.45999999999999996
0.074,0.48
0.075,0.5
0.076,0.52
0.077,0.54
0.078,0.56
0.079,0.5800000000000001
0.08,0.6000000000000001
0.081,0.6200000000000001
0.082,0.6400000000000001
0.083,0.6600000000000001
0.084,0.6800000000000002
0.085,0.7000000000000002
0.086,0.7199999999999998
0.087,0.7399999999999998
0.088,0.7599999999999998
0.089,0.7799999999999998
0.09,0.7999999999999998
0.091,0.8199999999999998
0.092,0.8399999999999999
0.093,0.8599999999999999
0.094,0.8799999999999999
0.095,0.8999999999999999
0.096,0.9199999999999999
0.097,0.94
0.098,0.96
0.099,0.98
0.1,1.0
0.101,0.98
0.102,0.96
0.103,0.94
0.104,0.9199999999999999
0.105,0.8999999999999999
0.106,0.8799999999999999
0.107,0.8599999999999999
0.108,0.8399999999999999
0.109,0.8199999999999998
0.11,0.7999999999999998
0.111,0.7799999999999998
0.112,0.7599999999999998
0.113,0.7399999999999998
0.114,0.7199999999999998
0.115,0.6999999999999997
0.116,0.6799999999999997
0.117,0.6599999999999997
0.118,0.6400000000000001
0.119,0.6200000000000001
0.12,0.6000000000000001
0.121,0.5800000000000001
0.122,0.56
0.123,0.54
0.124,0.52
0.125,0.5
0.126,0.48
0.127,0.45999999999999996
0.128,0.43999999999999995
0.129,0.41999999999999993
0.13,0.3999999999999999
0.131,0.3799999999999999
0.132,0.3599999999999999
0.133,0.33999999999999986
0.134,0.31999999999999984
0.135,0.2999999999999998
0.136,0.2799999999999998
0.137,0.2599999999999998
0.138,0.23999999999999977
0.139,0.21999999999999975
0.14,0.19999999999999973
0.141,0.18000000000000016
0.142,0.16000000000000014
0.143,0.14000000000000012
0.144,0.1200000000000001
0.145,0.10000000000000009
0.146,0.08000000000000007
0.147,0.06000000000000005
0.148,0.040000000000000036
0.149,0.020000000000000018
0.15,0.0
0.151,-0.020000000000000018
0.152,-0.040000000000000036
0.153,-0.06000000000000005
0.154,-0.08000000000000007
0.155,-0.10000000000000009
0.156,-0.1200000000000001
0.157,-0.14000000000000012
0.158,-0.16000000000000014
0.159,-0.18000000000000016
0.16,-0.20000000000000018
0.161,-0.2200000000000002
0.162,-0.2400000000000002
0.163,-0.26000000000000023
0.164,-0.28000000000000025
0.165,-0.30000000000000027
0.166,-0.3200000000000003
0.167,-0.3400000000000003
0.168,-0.3600000000000003
0.169,-0.38000000000000034
0.17,-0.40000000000000036
0.171,-0.4200000000000004
