time,amplitude
0.0,0.0
0.001,0.03142331924551691
0.002,0.06284068574497825
0.003,0.09422090812195508
0.004,0.12553270752606466
0.005,0.15674474875888042
0.006,0.18782567167932843
0.007,0.21874412285823178
0.008,0.24946878745109227
0.009,0.2799684212576562
0.01,0.31021188293629076
0.011,0.3401681663407145
0.012,0.3698064329461629
0.013,0.3990960443316458
0.014,0.4280065946845577
0.015,0.4565079432935363
0.016,0.4845702469951373
0.017,0.5121639925395957
0.018,0.5392600288406837
0.019,0.5658295990744493
0.02,0.5918443725914295
0.021,0.6172764766067803
0.022,0.6420985276326518
0.023,0.666283662617057
0.024,0.6898055697534464
0.025,0.7126385189252054
0.026,0.7347573917493241
0.027,0.7561377111835796
0.028,0.7767556706616869
0.029,0.7965881627210383
0.03,0.8156128070878603
0.031,0.8338079781848559
0.032,0.8511528320266928
0.033,0.8676273324690293
0.034,0.8832122767771372
0.035,0.8978893204806003
0.036,0.9116410014810238
0.037,0.9244507633801856
0.038,0.9363029779966101
0.039,0.9471829670391223
0.04,0.9570770229065712
0.041,0.9659724285835789
0.042,0.9738574766028837
0.043,0.9807214870455936
0.044,0.9865548245514658
0.045,0.9913489143121561
0.046,0.9950962570212598
0.047,0.9977904427558779
0.048,0.9994261637653966
0.049,0.9999992261441579
0.05,0.9995065603657316
0.051,0.9979462306575622
0.052,0.9953174431958706
0.053,0.9916205531018265
0.054,0.9868570702211824
0.055,0.9810296636707647
0.056,0.974142165136462
0.057,0.9661995709086142
0.058,0.9572080426420161
0.059,0.9471749068290738
0.06,0.936108652976015
0.061,0.9240189304734399
0.062,0.9109165441539112
0.063,0.8968134485307149
0.064,0.8817227407133891
0.065,0.8656586519970888
0.066,0.8486365381243665
0.067,0.8306728682194512
0.068,0.8117852123966628
0.069,0.791992228046128
0.07,0.7713136448015468
0.071,0.7497702481963199
0.072,0.7273838620159356
0.073,0.7041773293561195
0.074,0.6801744923978281
0.075,0.6554001709117939
0.076,0.6298801395069182
0.077,0.6036411036384327
0.078,0.576710674393336
0.079,0.5491173420722392
0.08,0.5208904485883243
0.081,0.4920601587057369
0.082,0.4626574301412958
0.083,0.43271398255498106
0.084,0.40226226545621924
0.085,0.3713354250545165
0.086,0.33996727008453226
0.087,0.3081922366371602
0.088,0.2760453520297111
0.089,0.24356219774968937
0.09,0.21077887150815222
0.091,0.1777319484399948
0.092,0.14445844148990847
0.093,0.11099576102408988
0.094,0.0773816737090886
0.095,0.043654260700460044
0.096,0.009851875185107424
0.097,-0.023986900677584723
0.098,-0.05782329936959402
0.099,-0.09161841213572701
0.1,-0.12533323356430429
0.101,-0.15892870657763594
0.102,-0.1923657677819027
0.103,-0.22560539312514064
0.104,-0.25860864381117715
0.105,-0.2913367124165468
0.106,-0.3237509691566858
0.107,-0.3558130082470043
0.108,-0.3874846943038141
0.109,-0.4187282087295044
0.11,-0.44950609602589364
0.111,-0.47978130997919083
0.112,-0.5095172596596788
0.113,-0.5386778551788861
0.114,-0.5672275531467987
0.115,-0.5951314017714742
0.116,-0.6223550855433453
0.117,-0.648864969446443
0.118,-0.6746281426388439
0.119,-0.6996124615447329
0.12,-0.7237865923006905
0.121,-0.7471200524990586
0.122,-0.7695832521715974
0.123,-0.7911475339570399
0.124,-0.8117852123966625
0.125,-0.8314696123025452
0.126,-0.8501751061438416
0.127,-0.8678771503971032
0.128,-0.8845523208074875
0.129,-0.9001783465085677
0.13,-0.9147341429493943
0.131,-0.928199843578495
0.132,-0.940556830235592
0.133,-0.951787762202986
0.134,-0.9618766038698222
0.135,-0.9708086509637455
0.136,-0.9785705553058763
0.137,-0.9851503480464782
0.138,-0.990537461340242
0.139,-0.9947227484217054
0.14,-0.9976985020430021
0.141,-0.9994584712378789
0.142,-0.9999978763777119
0.143,-0.9993134224871347
0.144,-0.9974033107888094
0.145,-0.9942672484488668
0.146,-0.9899064564965873
0.147,-0.9843236758939985
0.148,-0.9775231717332201
0.149,-0.9695107355416008
0.15,-0.9602936856769431
0.151,-0.9498808657974227
0.152,-0.9382826413931542
0.153,-0.9255108943687523
0.154,-0.9115790156686563
0.155,-0.8965018959394677
0.156,-0.880295914226036
0.157,-0.8629789247005669
0.158,-0.8445702414265801
0.159,-0.8250906211621348
0.16,-0.8045622442093232
0.161,-0.7830086933196845
0.162,-0.7604549306677924
0.163,-0.7369272729079468
0.164,-0.7124533643315348
0.165,-0.6870621481452903
0.166,-0.6607838358933352
0.167,-0.6336498750485633
0.168,-0.60569291480154
0.169,-0.5769467700777664
0.17,-0.547446383816752
0.171,-0.5172277875489738
0.172,-0.4863280603093671
0.173,-0.45478528592854667
0.174,-0.4226385087455353
0.175,-0.3899276877881884
0.176,-0.35669364947007465
0.177,-0.32297803885488086
0.178,-0.288823269541894
0.179,-0.25427247222834004
0.18,-0.21936944200672692
0.181,-0.18415858445748443
0.182,-0.1486848605994234
0.183,-0.11299373076256006
0.184,-0.07713109744997537
0.185,-0.04114324725723547
0.186,-0.005076791919898127
0.187,0.031021391438665932
0.188,0.06710422078508413
0.189,0.10312447030380283
0.19,0.13903483209767326
0.191,0.17478797838264853
0.192,0.2103366240964995
0.193,0.2456335898402552
0.194,0.280631865069802
0.195,0.3152846714541036
0.196,0.34954552631542546
0.197,0.38336830606618366
0.198,0.41670730955619895
0.199,0.4495173212435576
0.2,0.48175367410171566
0.201,0.5133723121750887
0.202,0.5443298526950728
0.203,0.5745836476682753
0.204,0.6040918448486604
0.205,0.6328134480054451
0.206,0.6607083763986955
0.207,0.687737523374958
0.208,0.7138628139957242
0.209,0.7390472616120125
0.21,0.7632550232991784
0.211,0.786451454066792
0.212,0.8086031597594717
0.213,0.8296780485655785
0.214,0.8496453810519552
0.215,0.8684758186442137
0.216,0.8861414704735592
0.217,0.9026159385127386
0.218,0.9178743609254555
0.219,0.9318934535554056
0.22,0.944651549483117
0.221,0.9561286365808471
0.222,0.966306392998035
0.223,0.9751682205121297
0.224,0.9826992756821037
0.225,0.9888864987445046
0.226,0.9937186401946168
0.227,0.9971862849980737
0.228,0.9992818743811892
0.229,0.9999997251512692
0.23,0.9993360465012807
0.231,0.9972889542564582
0.232,0.9938584825237262
0.233,0.9890465927082109
0.234,0.9828571798645774
0.235,0.9752960763544984
0.236,0.96637105278518
0.237,0.9560918162075926
0.238,0.944470005556811
0.239,0.9315191843207103
0.24,0.9172548304271767
0.241,0.9016943233439135
0.242,0.8848569283889403
0.243,0.866763778253895
0.244,0.8474378517463791
0.245,0.8269039497616197
0.246,0.8051886684979028
0.247,0.7823203699343827
0.248,0.7583291495940059
0.249,0.7332468016185077
0.25,0.7071067811865483
0.251,0.6799441643102982
0.252,0.6517956050498784
0.253,0.6226992901892408
0.254,0.5926948914211575
0.255,0.5618235150930967
0.256,0.5301276495698026
0.257,0.497651110272405
0.258,0.46443898245780074
0.259,0.4305375618060128
0.26,0.39599429288700944
0.261,0.3608577055822627
0.262,0.32517734953996247
0.263,0.2890037267464884
0.264,0.2523882223001766
0.265,0.2153830334768812
0.266,0.17804109718013333
0.267,0.1404160158719121
0.268,0.10256198208313362
0.269,0.06453370160594907
0.27,0.02638631547276867
0.271,-0.011824679170345756
0.272,-0.05004350918565002
0.273,-0.08821420644845668
0.274,-0.12628068961964103
0.275,-0.16418684656886384
0.276,-0.20187661732942375
0.277,-0.23929407746390502
0.278,-0.2763835217180797
0.279,-0.31308954783909915
0.28,-0.34935714043266713
0.281,-0.38513175473283495
0.282,-0.42035940015705375
0.283,-0.454986723518458
0.284,-0.4889610917667079
